loan_amnt,term,int_rate,installment,sub_grade,emp_length,home_ownership,annual_inc,verification_status,issue_d,purpose,dti,open_acc,pub_rec,revol_bal,revol_util,total_acc,initial_list_status,application_type,mort_acc,pub_rec_bankruptcies,fico_score,month_of_year,ratio_loan_amnt_annual_inc,ratio_open_acc_total_acc,month_since_earliest_cr_line,ratio_pub_rec_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_month_since_earliest_cr_line,ratio_pub_rec_bankruptcies_pub_rec,charged_off
35000.0,60,21.48,956.35,23,5,0,115000.0,2,2012-03-01,0,5.84,15,0.0,10560.0,74.4,23,1,0,3,0,692.0,2,0.30434782608695654,0.6521739130434783,181,0.0,0.0,-1.0,0
30000.0,36,16.29,1059.02,14,4,1,105000.0,2,2012-03-01,0,25.06,26,0.0,20257.0,11.6,53,1,0,0,0,772.0,2,0.2857142857142857,0.49056603773584906,437,0.0,0.0,-1.0,0
35000.0,36,20.99,1318.45,22,10,2,180000.0,2,2012-03-01,6,6.81,10,0.0,42520.0,93.5,12,1,0,0,0,677.0,2,0.19444444444444445,0.8333333333333334,105,0.0,0.0,-1.0,0
6000.0,36,12.12,199.63,7,4,1,24000.0,1,2012-03-01,0,23.9,5,0.0,6874.0,92.9,8,1,0,0,0,702.0,2,0.25,0.625,107,0.0,0.0,-1.0,0
3200.0,36,10.74,104.38,6,10,2,31000.0,0,2012-03-01,4,13.78,12,0.0,2536.0,10.7,16,1,0,0,0,702.0,2,0.1032258064516129,0.75,77,0.0,0.0,-1.0,0
10000.0,36,14.65,344.95,11,10,1,48500.0,2,2012-03-01,0,20.75,12,0.0,27505.0,86.5,15,1,0,0,0,682.0,2,0.20618556701030927,0.8,265,0.0,0.0,-1.0,0
20950.0,60,22.78,587.95,26,3,1,42000.0,2,2012-03-01,0,15.49,7,0.0,9426.0,84.2,16,1,0,0,0,662.0,2,0.4988095238095238,0.4375,203,0.0,0.0,-1.0,0
8000.0,36,19.22,294.14,19,8,2,33600.0,1,2012-03-01,0,4.14,3,0.0,4382.0,91.3,7,1,0,1,0,672.0,2,0.23809523809523808,0.42857142857142855,183,0.0,0.0,-1.0,0
17200.0,36,14.65,593.3,11,7,0,54631.0,1,2012-03-01,4,7.89,8,0.0,10219.0,93.6,28,1,0,5,0,692.0,2,0.3148395599568011,0.2857142857142857,206,0.0,0.0,-1.0,0
5400.0,36,9.76,173.64,5,3,1,70000.0,2,2012-03-01,3,11.02,4,0.0,0.0,0.0,31,1,0,1,0,762.0,2,0.07714285714285714,0.12903225806451613,150,0.0,0.0,-1.0,0
4200.0,36,12.12,139.75,7,10,1,45600.0,0,2012-03-01,0,13.56,6,0.0,2356.0,63.7,19,1,0,0,0,677.0,2,0.09210526315789473,0.3157894736842105,171,0.0,0.0,-1.0,1
20000.0,36,18.55,728.58,18,10,1,62500.0,2,2012-03-01,4,14.39,5,0.0,19476.0,95.0,16,1,0,0,0,682.0,2,0.32,0.3125,90,0.0,0.0,-1.0,0
14000.0,36,13.11,472.46,8,10,2,75000.0,0,2012-03-01,4,9.15,8,0.0,17775.0,95.2,15,1,0,0,0,712.0,2,0.18666666666666668,0.5333333333333333,161,0.0,0.0,-1.0,1
10000.0,36,13.99,341.73,10,10,1,38500.0,1,2012-03-01,4,17.14,8,0.0,18295.0,90.6,22,1,0,0,0,697.0,2,0.2597402597402597,0.36363636363636365,153,0.0,0.0,-1.0,0
12000.0,36,12.12,399.26,7,1,1,80000.0,2,2012-03-01,4,7.08,4,0.0,11091.0,78.1,5,1,0,0,0,707.0,2,0.15,0.8,129,0.0,0.0,-1.0,0
7600.0,36,13.67,258.54,9,2,0,45000.0,1,2012-03-01,0,9.87,10,0.0,12979.0,83.2,14,1,0,0,0,697.0,2,0.1688888888888889,0.7142857142857143,257,0.0,0.0,-1.0,0
12000.0,36,14.65,413.94,11,3,1,92000.0,1,2012-03-01,4,9.74,13,0.0,27352.0,84.9,20,1,0,0,0,682.0,2,0.13043478260869565,0.65,110,0.0,0.0,-1.0,0
8000.0,36,15.31,278.54,12,0,1,36000.0,1,2012-03-01,2,5.2,6,0.0,6763.0,93.9,6,1,0,0,0,692.0,2,0.2222222222222222,1.0,73,0.0,0.0,-1.0,0
16800.0,60,19.22,437.84,19,7,0,45000.0,2,2012-03-01,4,9.76,21,0.0,11033.0,40.3,54,1,0,4,0,682.0,2,0.37333333333333335,0.3888888888888889,146,0.0,0.0,-1.0,0
24375.0,36,13.99,832.97,10,10,0,138000.0,2,2012-03-01,0,13.64,16,0.0,35461.0,59.0,47,1,0,6,0,697.0,2,0.1766304347826087,0.3404255319148936,245,0.0,0.0,-1.0,0
16950.0,36,7.9,530.37,3,3,1,36000.0,1,2012-03-01,0,6.63,9,0.0,12528.0,29.4,27,1,0,1,0,757.0,2,0.4708333333333333,0.3333333333333333,109,0.0,0.0,-1.0,0
16200.0,60,17.99,411.29,16,7,0,82570.0,2,2012-03-01,0,13.33,6,0.0,12156.0,89.4,18,1,0,5,0,712.0,2,0.19619716604093496,0.3333333333333333,234,0.0,0.0,-1.0,0
2000.0,36,15.31,69.64,12,2,1,40000.0,1,2012-03-01,0,20.54,9,0.0,9806.0,69.1,11,1,0,0,0,667.0,2,0.05,0.8181818181818182,96,0.0,0.0,-1.0,0
24000.0,36,14.65,827.87,11,5,0,140000.0,0,2012-03-01,2,10.46,9,0.0,27775.0,65.5,21,1,0,1,0,712.0,2,0.17142857142857143,0.42857142857142855,108,0.0,0.0,-1.0,0
21850.0,60,18.55,561.41,18,5,1,45000.0,2,2012-03-01,0,22.98,5,0.0,3391.0,66.5,15,1,0,0,0,697.0,2,0.4855555555555556,0.3333333333333333,70,0.0,0.0,-1.0,0
20000.0,60,13.99,465.27,10,6,1,115000.0,1,2012-03-01,0,6.24,11,0.0,16042.0,53.4,15,1,0,0,0,717.0,2,0.17391304347826086,0.7333333333333333,89,0.0,0.0,-1.0,0
20000.0,36,13.67,680.36,9,2,1,73000.0,1,2012-03-01,12,14.68,3,0.0,2698.0,15.3,4,1,0,1,0,722.0,2,0.273972602739726,0.75,116,0.0,0.0,-1.0,0
7600.0,60,16.29,186.0,14,0,0,90000.0,2,2012-03-01,0,0.25,2,0.0,381.0,47.6,10,1,0,4,0,727.0,2,0.08444444444444445,0.2,172,0.0,0.0,-1.0,0
9000.0,36,7.9,281.62,3,3,0,80000.0,1,2012-03-01,0,14.12,14,0.0,17392.0,44.4,25,1,0,4,0,732.0,2,0.1125,0.56,174,0.0,0.0,-1.0,0
28000.0,60,19.22,729.73,19,10,1,251000.0,2,2012-03-01,4,11.29,18,0.0,37882.0,73.6,37,1,0,3,0,712.0,2,0.11155378486055777,0.4864864864864865,268,0.0,0.0,-1.0,0
6000.0,36,17.27,214.73,15,1,2,97200.0,1,2012-03-01,0,1.89,5,0.0,3572.0,72.9,8,1,0,2,0,662.0,2,0.06172839506172839,0.625,110,0.0,0.0,-1.0,1
10000.0,36,13.67,340.18,9,10,1,48000.0,2,2012-03-01,4,19.47,10,0.0,24146.0,85.6,26,1,0,0,0,702.0,2,0.20833333333333334,0.38461538461538464,155,0.0,0.0,-1.0,0
12000.0,36,17.99,433.77,16,5,1,49000.0,0,2012-03-01,0,17.49,8,0.0,11869.0,89.9,30,1,0,0,0,667.0,2,0.24489795918367346,0.26666666666666666,171,0.0,0.0,-1.0,1
21000.0,60,15.81,508.57,13,10,0,98000.0,2,2012-03-01,4,13.48,11,0.0,14578.0,68.4,16,1,0,1,0,712.0,2,0.21428571428571427,0.6875,228,0.0,0.0,-1.0,1
7200.0,36,10.74,234.84,6,4,1,77000.0,1,2012-03-01,4,11.52,12,0.0,1957.0,52.9,17,1,0,0,0,692.0,2,0.09350649350649351,0.7058823529411765,101,0.0,0.0,-1.0,0
6000.0,60,13.67,138.59,9,6,1,45000.0,1,2012-03-01,0,14.4,6,0.0,7511.0,52.9,27,1,0,0,0,722.0,2,0.13333333333333333,0.2222222222222222,134,0.0,0.0,-1.0,1
12000.0,36,13.11,404.97,8,0,2,24000.0,2,2012-03-01,0,13.25,6,0.0,10009.0,83.4,14,1,0,0,0,682.0,2,0.5,0.42857142857142855,77,0.0,0.0,-1.0,0
8300.0,36,6.03,252.62,0,2,1,96142.0,2,2012-03-01,0,6.59,6,0.0,1615.0,5.7,20,1,0,0,0,802.0,2,0.08633063593434712,0.3,164,0.0,0.0,-1.0,0
19850.0,36,12.12,660.45,7,6,1,85500.0,2,2012-03-01,4,22.25,10,0.0,21038.0,56.0,34,1,0,3,0,707.0,2,0.2321637426900585,0.29411764705882354,278,0.0,0.0,-1.0,0
5000.0,60,19.22,130.31,19,1,1,100000.0,1,2012-03-01,5,21.77,21,0.0,14899.0,40.1,34,1,0,0,0,667.0,2,0.05,0.6176470588235294,100,0.0,0.0,-1.0,1
33425.0,60,22.45,931.74,25,10,0,85000.0,2,2012-03-01,0,24.78,9,0.0,29279.0,87.1,15,1,0,1,0,692.0,2,0.39323529411764707,0.6,241,0.0,0.0,-1.0,0
12000.0,36,8.9,381.04,4,2,1,38000.0,0,2012-03-01,0,14.4,9,0.0,18348.0,69.0,15,1,0,0,0,717.0,2,0.3157894736842105,0.6,153,0.0,0.0,-1.0,0
16000.0,60,19.22,416.99,19,2,0,55000.0,1,2012-03-01,0,15.8,13,0.0,18825.0,72.4,22,1,0,1,0,682.0,2,0.2909090909090909,0.5909090909090909,128,0.0,0.0,-1.0,0
3000.0,60,10.74,64.84,6,0,1,42000.0,1,2012-03-01,3,11.63,9,0.0,864.0,39.3,9,1,0,0,0,727.0,2,0.07142857142857142,1.0,89,0.0,0.0,-1.0,1
7500.0,36,12.12,249.54,7,2,1,57900.0,1,2012-03-01,12,24.89,16,0.0,4811.0,52.3,27,1,0,0,0,692.0,2,0.12953367875647667,0.5925925925925926,126,0.0,0.0,-1.0,0
6000.0,36,6.62,184.23,1,9,1,67000.0,0,2012-03-01,8,7.5,6,0.0,10011.0,54.1,12,1,0,0,0,737.0,2,0.08955223880597014,0.5,100,0.0,0.0,-1.0,0
7000.0,36,8.9,222.28,4,0,1,115000.0,1,2012-03-01,0,8.2,14,0.0,28552.0,84.0,24,1,0,0,0,702.0,2,0.06086956521739131,0.5833333333333334,261,0.0,0.0,-1.0,0
12000.0,36,6.62,368.45,1,2,1,64942.0,0,2012-03-01,0,19.75,17,0.0,20898.0,45.4,39,1,0,0,0,757.0,2,0.18478026546764806,0.4358974358974359,172,0.0,0.0,-1.0,0
35000.0,60,18.25,893.54,17,7,1,75000.0,2,2012-03-01,0,23.62,13,0.0,30585.0,68.6,30,1,0,2,0,727.0,2,0.4666666666666667,0.43333333333333335,170,0.0,0.0,-1.0,0
5000.0,36,9.76,160.78,5,5,0,100123.56,0,2012-03-01,8,16.4,9,0.0,16345.0,87.4,29,1,0,0,0,702.0,2,0.04993829624116442,0.3103448275862069,171,0.0,0.0,-1.0,0
30000.0,60,20.99,811.44,22,10,1,60000.0,2,2012-03-01,0,22.67,6,0.0,16819.0,82.4,27,1,0,0,0,702.0,2,0.5,0.2222222222222222,142,0.0,0.0,-1.0,0
17000.0,60,19.99,450.31,20,6,1,72000.0,2,2012-03-01,0,12.0,6,0.0,17198.0,86.9,15,1,0,0,0,687.0,2,0.2361111111111111,0.4,177,0.0,0.0,-1.0,0
8000.0,60,19.99,211.91,20,0,0,92000.0,2,2012-03-01,5,20.01,8,0.0,51520.0,93.8,12,1,0,3,0,677.0,2,0.08695652173913043,0.6666666666666666,214,0.0,0.0,-1.0,0
14000.0,36,13.11,472.46,8,10,0,46000.0,2,2012-03-01,0,22.07,5,0.0,2498.0,60.9,24,1,0,1,0,692.0,2,0.30434782608695654,0.20833333333333334,135,0.0,0.0,-1.0,0
9000.0,36,13.99,307.56,10,10,0,44000.0,0,2012-03-01,2,8.7,9,0.0,4778.0,33.2,16,1,0,2,0,692.0,2,0.20454545454545456,0.5625,138,0.0,0.0,-1.0,0
4000.0,36,8.9,127.02,4,8,1,45760.0,0,2012-03-01,3,17.7,19,0.0,7152.0,64.6,33,1,0,0,0,702.0,2,0.08741258741258741,0.5757575757575758,144,0.0,0.0,-1.0,0
13600.0,60,19.99,360.25,20,5,1,46413.07,1,2012-03-01,1,16.84,3,1.0,2314.0,48.2,10,1,0,0,0,702.0,2,0.29302090984285245,0.3,251,0.00398406374501992,0.0,0.0,0
7200.0,36,7.9,225.29,3,10,1,150000.0,0,2012-03-01,0,8.54,14,0.0,6289.0,37.5,20,1,0,0,0,712.0,2,0.048,0.7,201,0.0,0.0,-1.0,0
7200.0,36,13.11,242.98,8,0,1,30000.0,2,2012-03-01,4,13.16,5,0.0,7217.0,84.9,8,1,0,0,0,682.0,2,0.24,0.625,56,0.0,0.0,-1.0,0
20000.0,60,19.22,521.24,19,10,0,67000.0,2,2012-03-01,0,13.79,11,0.0,28543.0,60.6,14,1,0,1,0,682.0,2,0.29850746268656714,0.7857142857142857,94,0.0,0.0,-1.0,0
12000.0,36,13.99,410.08,10,10,2,34000.0,1,2012-03-01,0,10.69,6,0.0,15580.0,73.7,19,1,0,4,0,687.0,2,0.35294117647058826,0.3157894736842105,131,0.0,0.0,-1.0,0
8875.0,36,15.31,309.01,12,0,1,18000.0,1,2012-03-01,0,9.6,12,0.0,5675.0,51.1,18,1,0,0,0,677.0,2,0.4930555555555556,0.6666666666666666,111,0.0,0.0,-1.0,0
35000.0,60,23.33,993.32,29,8,0,78500.0,2,2012-03-01,0,24.49,16,0.0,24845.0,75.5,27,1,0,1,0,667.0,2,0.445859872611465,0.5925925925925926,125,0.0,0.0,-1.0,1
8000.0,36,12.12,266.18,7,1,0,75000.0,0,2012-03-01,4,12.51,21,0.0,13029.0,64.8,23,1,0,0,0,692.0,2,0.10666666666666667,0.9130434782608695,119,0.0,0.0,-1.0,0
12000.0,36,9.76,385.86,5,10,1,53000.0,1,2012-03-01,4,14.1,9,0.0,11591.0,81.6,36,1,0,6,0,712.0,2,0.22641509433962265,0.25,184,0.0,0.0,-1.0,0
30000.0,36,16.29,1059.02,14,2,1,73000.0,2,2012-03-01,4,15.99,18,0.0,22452.0,42.1,36,1,0,0,0,717.0,2,0.410958904109589,0.5,103,0.0,0.0,-1.0,0
6500.0,36,10.74,212.01,6,1,1,40000.0,0,2012-03-01,5,18.87,12,0.0,8388.0,28.1,16,1,0,0,0,707.0,2,0.1625,0.75,65,0.0,0.0,-1.0,1
10000.0,36,12.12,332.72,7,3,1,45000.0,2,2012-03-01,4,24.96,13,0.0,10242.0,62.5,31,1,0,0,0,712.0,2,0.2222222222222222,0.41935483870967744,105,0.0,0.0,-1.0,0
7000.0,36,13.11,236.23,8,0,1,41600.0,1,2012-03-01,0,7.38,5,0.0,7835.0,92.2,7,1,0,0,0,687.0,2,0.16826923076923078,0.7142857142857143,82,0.0,0.0,-1.0,0
8000.0,36,7.9,250.33,3,6,2,24000.0,1,2012-03-01,0,14.8,10,0.0,10770.0,50.6,16,1,0,0,0,732.0,2,0.3333333333333333,0.625,102,0.0,0.0,-1.0,0
14400.0,36,13.11,485.96,8,6,0,62000.0,2,2012-03-01,0,21.62,13,0.0,18790.0,62.8,30,1,0,5,0,702.0,2,0.23225806451612904,0.43333333333333335,254,0.0,0.0,-1.0,0
6200.0,36,13.11,209.24,8,3,1,16500.0,0,2012-03-01,0,19.64,4,0.0,11987.0,49.5,4,1,0,0,0,707.0,2,0.37575757575757573,1.0,99,0.0,0.0,-1.0,0
4000.0,36,6.62,122.82,1,5,1,48000.0,1,2012-03-01,4,14.08,10,0.0,5266.0,46.1,24,1,0,0,0,737.0,2,0.08333333333333333,0.4166666666666667,79,0.0,0.0,-1.0,0
2400.0,36,6.62,73.69,1,5,0,30000.0,0,2012-03-01,0,21.96,6,0.0,638.0,4.0,11,1,0,1,0,802.0,2,0.08,0.5454545454545454,143,0.0,0.0,-1.0,0
16000.0,36,18.25,580.45,17,7,0,41850.0,1,2012-03-01,0,21.1,6,0.0,14057.0,74.0,15,1,0,1,0,667.0,2,0.3823178016726404,0.4,153,0.0,0.0,-1.0,1
12000.0,36,6.62,368.45,1,5,1,48200.0,0,2012-03-01,4,9.96,6,0.0,14168.0,38.9,20,1,0,0,0,767.0,2,0.24896265560165975,0.3,154,0.0,0.0,-1.0,0
16000.0,60,13.99,372.21,10,4,0,61000.0,2,2012-03-01,4,6.33,12,0.0,9283.0,62.3,18,1,0,1,0,732.0,2,0.26229508196721313,0.6666666666666666,159,0.0,0.0,-1.0,1
23000.0,36,15.81,806.46,13,4,1,85000.0,2,2012-03-01,4,16.02,8,0.0,9664.0,60.0,21,1,0,0,0,697.0,2,0.27058823529411763,0.38095238095238093,148,0.0,0.0,-1.0,0
4550.0,36,13.99,155.49,10,9,1,46000.0,1,2012-03-01,0,18.96,11,0.0,14980.0,73.1,21,1,0,0,0,677.0,2,0.09891304347826087,0.5238095238095238,217,0.0,0.0,-1.0,0
10200.0,36,14.65,351.85,11,6,1,37000.0,2,2012-03-01,0,10.57,9,0.0,8303.0,68.6,14,1,0,0,0,682.0,2,0.2756756756756757,0.6428571428571429,85,0.0,0.0,-1.0,0
16800.0,60,18.25,428.9,17,6,1,92000.0,2,2012-03-01,2,13.57,14,0.0,28633.0,82.8,40,1,0,0,0,697.0,2,0.1826086956521739,0.35,170,0.0,0.0,-1.0,0
8000.0,36,7.9,250.33,3,2,1,38000.0,1,2012-03-01,1,13.45,17,0.0,3913.0,30.3,27,1,0,0,0,727.0,2,0.21052631578947367,0.6296296296296297,87,0.0,0.0,-1.0,0
24500.0,60,19.99,648.97,20,2,1,91500.0,2,2012-03-01,0,9.68,11,0.0,15878.0,46.8,16,1,0,0,0,692.0,2,0.2677595628415301,0.6875,159,0.0,0.0,-1.0,0
12000.0,36,6.62,368.45,1,5,0,80000.0,2,2012-03-01,4,14.93,9,0.0,8587.0,35.8,28,1,0,3,0,747.0,2,0.15,0.32142857142857145,138,0.0,0.0,-1.0,0
25000.0,36,9.76,803.87,5,1,1,90000.0,2,2012-03-01,0,20.73,6,0.0,25410.0,84.4,17,1,0,0,0,727.0,2,0.2777777777777778,0.35294117647058826,129,0.0,0.0,-1.0,0
14825.0,36,12.12,493.26,7,2,1,30000.0,2,2012-03-01,4,20.76,7,0.0,17563.0,82.1,11,1,0,0,0,697.0,2,0.49416666666666664,0.6363636363636364,130,0.0,0.0,-1.0,0
14000.0,36,18.55,510.01,18,3,0,108000.0,2,2012-03-01,2,17.64,14,0.0,6781.0,63.4,27,1,0,2,0,662.0,2,0.12962962962962962,0.5185185185185185,62,0.0,0.0,-1.0,1
21000.0,36,12.12,698.71,7,7,0,69000.0,0,2012-03-01,3,0.49,4,0.0,2094.0,15.3,10,1,0,1,0,727.0,2,0.30434782608695654,0.4,112,0.0,0.0,-1.0,0
15975.0,36,13.99,545.92,10,0,1,100000.0,1,2012-03-01,0,12.8,12,1.0,3521.0,24.6,26,1,0,0,1,717.0,2,0.15975,0.46153846153846156,174,0.005747126436781609,0.005747126436781609,1.0,0
20000.0,36,13.99,683.46,10,7,1,75300.0,2,2012-03-01,4,10.9,11,0.0,10362.0,61.7,18,1,0,0,0,707.0,2,0.2656042496679947,0.6111111111111112,99,0.0,0.0,-1.0,0
20000.0,36,13.11,674.94,8,10,1,65000.0,1,2012-03-01,0,13.23,7,0.0,21307.0,73.2,14,1,0,0,0,697.0,2,0.3076923076923077,0.5,130,0.0,0.0,-1.0,0
28000.0,36,9.76,900.33,5,10,0,105000.0,2,2012-03-01,0,10.63,8,0.0,13590.0,64.4,26,1,0,4,0,727.0,2,0.26666666666666666,0.3076923076923077,123,0.0,0.0,-1.0,0
13000.0,36,7.9,406.78,3,2,1,51000.0,1,2012-03-01,4,6.89,11,0.0,14566.0,62.5,18,1,0,0,0,732.0,2,0.2549019607843137,0.6111111111111112,123,0.0,0.0,-1.0,0
9200.0,36,13.99,314.39,10,2,1,24000.0,2,2012-03-01,4,15.1,9,0.0,8449.0,47.5,20,1,0,0,0,692.0,2,0.38333333333333336,0.45,101,0.0,0.0,-1.0,0
20000.0,36,8.9,635.07,4,2,1,73000.0,0,2012-03-01,0,13.86,7,0.0,16489.0,47.9,23,1,0,0,0,737.0,2,0.273972602739726,0.30434782608695654,143,0.0,0.0,-1.0,0
11200.0,36,7.9,350.46,3,10,0,82000.0,0,2012-03-01,0,13.36,6,1.0,6808.0,43.9,17,1,0,3,1,727.0,2,0.13658536585365855,0.35294117647058826,312,0.003205128205128205,0.003205128205128205,1.0,0
9600.0,36,12.12,319.41,7,7,0,56000.0,0,2012-03-01,0,20.57,9,0.0,7813.0,46.2,30,1,0,3,0,707.0,2,0.17142857142857143,0.3,149,0.0,0.0,-1.0,0
8875.0,36,12.12,295.29,7,2,0,70000.0,2,2012-03-01,4,21.65,8,0.0,13353.0,60.1,17,1,0,4,0,687.0,2,0.12678571428571428,0.47058823529411764,91,0.0,0.0,-1.0,0
20375.0,36,8.9,646.98,4,7,0,110000.0,0,2012-03-01,2,14.93,9,0.0,16553.0,66.7,20,1,0,2,0,742.0,2,0.18522727272727274,0.45,172,0.0,0.0,-1.0,0
16000.0,36,9.76,514.48,5,6,0,45000.0,0,2012-03-01,0,24.85,10,0.0,23357.0,52.5,23,1,0,2,0,727.0,2,0.35555555555555557,0.43478260869565216,171,0.0,0.0,-1.0,1
12000.0,36,12.12,399.26,7,4,0,42000.0,0,2012-03-01,0,13.23,11,0.0,11617.0,73.5,12,1,0,1,0,692.0,2,0.2857142857142857,0.9166666666666666,100,0.0,0.0,-1.0,0
6000.0,36,19.22,220.61,19,1,1,65000.0,1,2012-03-01,4,17.59,26,0.0,11960.0,24.0,37,1,0,0,0,697.0,2,0.09230769230769231,0.7027027027027027,162,0.0,0.0,-1.0,0
6900.0,36,9.76,221.87,5,10,1,84000.0,1,2012-03-01,1,1.54,3,0.0,4892.0,59.7,5,1,0,0,0,732.0,2,0.08214285714285714,0.6,315,0.0,0.0,-1.0,0
21000.0,36,14.65,724.38,11,10,0,99000.0,0,2012-03-01,0,10.68,12,0.0,37952.0,72.2,26,1,0,5,0,692.0,2,0.21212121212121213,0.46153846153846156,185,0.0,0.0,-1.0,1
16000.0,36,12.12,532.35,7,3,2,85000.0,0,2012-03-01,4,20.17,9,0.0,18244.0,74.2,21,1,0,1,0,702.0,2,0.18823529411764706,0.42857142857142855,194,0.0,0.0,-1.0,0
18000.0,36,7.9,563.23,3,0,1,200000.0,1,2012-03-01,12,12.97,14,0.0,19302.0,50.8,22,1,0,0,0,722.0,2,0.09,0.6363636363636364,196,0.0,0.0,-1.0,0
9000.0,36,12.12,299.45,7,5,1,31000.0,0,2012-03-01,0,13.33,8,0.0,14739.0,52.8,14,1,0,0,0,697.0,2,0.2903225806451613,0.5714285714285714,93,0.0,0.0,-1.0,0
1600.0,36,16.29,56.49,14,4,2,75600.0,0,2012-03-01,2,22.4,10,0.0,27378.0,78.4,16,1,0,0,0,662.0,2,0.021164021164021163,0.625,110,0.0,0.0,-1.0,0
17325.0,60,19.22,451.52,19,3,0,53000.0,2,2012-03-01,1,11.37,3,0.0,2875.0,95.8,10,1,0,1,0,727.0,2,0.3268867924528302,0.3,92,0.0,0.0,-1.0,0
6000.0,36,9.76,192.93,5,0,1,42000.0,1,2012-03-01,9,4.07,8,0.0,4363.0,21.8,14,1,0,0,0,697.0,2,0.14285714285714285,0.5714285714285714,121,0.0,0.0,-1.0,0
16800.0,36,7.9,525.68,3,7,0,74000.0,1,2012-03-01,9,10.19,14,0.0,13337.0,71.7,54,1,0,2,0,722.0,2,0.22702702702702704,0.25925925925925924,162,0.0,0.0,-1.0,0
3000.0,36,13.11,101.25,8,5,1,73100.0,0,2012-03-01,1,14.04,8,0.0,3285.0,67.0,26,1,0,0,0,687.0,2,0.04103967168262654,0.3076923076923077,134,0.0,0.0,-1.0,0
4500.0,36,8.9,142.89,4,10,1,65000.0,1,2012-03-01,0,24.25,14,0.0,25126.0,77.3,38,1,0,8,0,717.0,2,0.06923076923076923,0.3684210526315789,246,0.0,0.0,-1.0,0
16500.0,60,13.99,383.85,10,3,0,53856.0,0,2012-03-01,6,27.15,8,0.0,27060.0,72.5,23,1,0,3,0,727.0,2,0.30637254901960786,0.34782608695652173,193,0.0,0.0,-1.0,0
3600.0,36,13.67,122.47,9,10,0,144000.0,0,2012-03-01,0,15.64,11,0.0,61781.0,68.1,41,1,0,4,0,672.0,2,0.025,0.2682926829268293,217,0.0,0.0,-1.0,0
5000.0,36,15.81,175.32,13,2,1,23000.0,0,2012-03-01,0,16.85,17,0.0,1228.0,52.6,20,1,0,0,0,672.0,2,0.21739130434782608,0.85,51,0.0,0.0,-1.0,0
7375.0,36,6.62,226.44,1,10,1,41432.0,1,2012-03-01,0,12.51,7,0.0,14957.0,37.2,14,1,0,0,0,757.0,2,0.1780025101370921,0.5,150,0.0,0.0,-1.0,0
18300.0,36,17.27,654.91,15,10,1,47000.0,1,2012-03-01,1,10.02,12,0.0,14392.0,63.5,16,1,0,0,0,677.0,2,0.3893617021276596,0.75,151,0.0,0.0,-1.0,0
12000.0,36,7.62,373.94,2,10,0,33165.0,1,2012-03-01,4,15.36,17,0.0,20852.0,41.4,29,1,0,0,0,737.0,2,0.3618272274988693,0.5862068965517241,184,0.0,0.0,-1.0,0
4450.0,36,13.67,151.38,9,0,1,9600.0,1,2012-03-01,0,16.63,19,0.0,3248.0,67.7,32,1,0,0,0,682.0,2,0.4635416666666667,0.59375,65,0.0,0.0,-1.0,0
8800.0,36,7.62,274.22,2,10,0,86000.0,2,2012-03-01,4,20.44,16,0.0,27019.0,35.0,38,1,0,3,0,737.0,2,0.10232558139534884,0.42105263157894735,286,0.0,0.0,-1.0,0
13000.0,36,14.65,448.43,11,5,2,75000.0,1,2012-03-01,0,11.75,12,0.0,11374.0,73.6,20,1,0,0,0,682.0,2,0.17333333333333334,0.6,138,0.0,0.0,-1.0,0
20150.0,60,14.65,475.68,11,2,0,63199.77,2,2012-03-01,5,6.34,5,0.0,1632.0,11.4,14,1,0,2,0,767.0,2,0.31883027422409926,0.35714285714285715,152,0.0,0.0,-1.0,0
10800.0,36,10.74,352.25,6,7,1,50000.0,0,2012-03-01,0,7.37,14,0.0,9526.0,73.8,27,1,0,0,0,702.0,2,0.216,0.5185185185185185,91,0.0,0.0,-1.0,0
13000.0,36,6.62,399.15,1,3,0,57000.0,0,2012-03-01,4,13.01,9,0.0,9452.0,39.2,30,1,0,3,0,757.0,2,0.22807017543859648,0.3,137,0.0,0.0,-1.0,0
12000.0,36,10.74,391.39,6,2,2,49000.0,0,2012-03-01,4,15.0,20,0.0,14269.0,35.7,41,1,0,0,0,702.0,2,0.24489795918367346,0.4878048780487805,132,0.0,0.0,-1.0,0
12000.0,36,7.9,375.49,3,3,0,70000.0,0,2012-03-01,0,18.82,9,0.0,7117.0,69.9,16,1,0,1,0,727.0,2,0.17142857142857143,0.5625,134,0.0,0.0,-1.0,0
12000.0,36,13.99,410.08,10,4,0,52000.0,1,2012-03-01,1,17.42,10,0.0,1405.0,12.9,20,1,0,3,0,692.0,2,0.23076923076923078,0.5,158,0.0,0.0,-1.0,1
6000.0,36,15.81,210.38,13,3,1,62000.0,2,2012-03-01,0,10.28,8,0.0,11765.0,80.0,12,1,0,0,0,662.0,2,0.0967741935483871,0.6666666666666666,102,0.0,0.0,-1.0,0
3500.0,36,10.74,114.16,6,4,0,32000.0,1,2012-03-01,4,16.99,10,0.0,3446.0,46.6,33,1,0,0,0,687.0,2,0.109375,0.30303030303030304,139,0.0,0.0,-1.0,0
12400.0,36,10.74,404.44,6,10,1,67000.0,1,2012-03-01,0,8.31,6,0.0,12920.0,70.2,16,1,0,0,0,702.0,2,0.18507462686567164,0.375,149,0.0,0.0,-1.0,0
